start_station_name,start_station_id,start_lat,start_lng,total_trips,avg_trip_duration,member_trips,casual_trips,weekend_trips,weekday_trips,lunch_hour_trips,morning_trips,evening_trips,lunch_hour_share,weekend_share,total_trips_score,lunch_trips_score,lunch_share_score,weekday_score,casual_score,food_cart_score
60 St & 60 Rd,5360.02,40.71592232709503,-73.90601366758347,169,11.853753451676528,117,52,37,132,33,51,48,0.1952662721893491,0.21893491124260356,0.01515287366627813,0.012327231976092642,0.3792127604836635,0.016266173752310535,0.018604651162790697,0.05113772552330948
Waterloo Pl & Crotona Park East,8216.02,40.839194,-73.888587,115,14.428063768115942,86,29,33,82,25,14,33,0.21739130434782608,0.28695652173913044,0.010311127051017664,0.009338812103100485,0.4221802142407057,0.010104744300677758,0.01037567084078712,0.05112290336712442
Grand Concourse & E 205 St,8766.03,40.875531,-73.8863864831,144,13.896440277777778,117,27,41,103,30,15,42,0.20833333333333334,0.2847222222222222,0.012911324307361248,0.011206574523720583,0.4045893719806763,0.012692544670363525,0.00966010733452594,0.05111358902573544
University Ave & W 168 St,8183.02,40.838706,-73.927034,205,12.71385943089431,173,32,70,135,39,62,38,0.1902439024390244,0.34146341463414637,0.018380704743118443,0.014568546880836758,0.36945917285259805,0.0166358595194085,0.01144901610017889,0.05111215839323187
Eames Pl & Claflin Ave,8672.05,40.8692,-73.90121,157,10.800511252653928,128,29,44,113,32,31,52,0.20382165605095542,0.2802547770700637,0.014076929973998028,0.011953679491968622,0.3958275639250438,0.01392483056069008,0.01037567084078712,0.05110830990440964
29 St & 5 Ave,3523.06,40.656986,-73.998194,256,13.1858388671875,206,50,77,179,44,69,73,0.171875,0.30078125,0.022953465435308885,0.016436309301456856,0.3337862318840579,0.022057917436845348,0.017889087656529516,0.051070190055764936
Macombs Rd & Featherbed Ln,8307.05,40.84552,-73.91722,145,11.137485287356322,119,26,33,112,30,28,37,0.20689655172413793,0.22758620689655173,0.013000986281717924,0.011206574523720583,0.40179910044977507,0.013801601971657425,0.009302325581395349,0.051043010651180214
E 188 St & Hughes Ave,8485.01,40.8561,-73.88625,269,11.639207620817842,201,68,64,205,44,78,69,0.16356877323420074,0.2379182156133829,0.024119071101945666,0.016436309301456856,0.3176552987446797,0.025261860751694395,0.024329159212880144,0.05103329397709118
E 165 St & Clay Ave,8052.02,40.82809,-73.91288,278,9.49655917266187,238,40,69,209,46,42,72,0.16546762589928057,0.24820143884892087,0.024926028871155744,0.017183414269704895,0.32134292565947237,0.025754775107825017,0.014311270125223614,0.05096207681222025
Grand Concourse & E 199 St,8703.05,40.87142,-73.88839,152,13.459691776315788,118,34,46,106,31,19,44,0.20394736842105263,0.3026315789473684,0.013628620102214651,0.011580127007844603,0.39607170099160943,0.013062230437461492,0.012164579606440072,0.050896273625596525
Popham Ave & W 174 St,8348.02,40.847746,-73.922079,267,11.09809581772784,222,45,78,189,45,69,97,0.16853932584269662,0.29213483146067415,0.023939747153232313,0.016809861785580874,0.32730825598436736,0.023290203327171903,0.016100178890876567,0.05086727256622016
98 St & 41 Ave,6304.04,40.74773,-73.86649,138,10.48603115942029,111,27,52,86,29,23,31,0.21014492753623187,0.37681159420289856,0.012373352461221196,0.010833022039596563,0.40810754043268216,0.01059765865680838,0.00966010733452594,0.05078119233724658
32 Ave & 77 St,6603.06,40.75727,-73.89024,203,10.033652709359606,174,29,47,156,38,74,37,0.18719211822660098,0.2315270935960591,0.018201380794405093,0.014194994396712738,0.3635325194545584,0.01922365988909427,0.01037567084078712,0.05075414424480414
2 Ave & 32 St,3532.02,40.659176,-74.006584,151,15.92240706401766,134,17,36,115,31,6,77,0.2052980132450331,0.23841059602649006,0.013538958127857976,0.011580127007844603,0.3986946923889048,0.014171287738755391,0.006082289803220036,0.05074973975167367
Winthrop St & Schenectady Ave,3526.04,40.6582,-73.9338,41,14.882321138211381,29,12,12,29,10,4,7,0.24390243902439024,0.2926829268292683,0.0036761409486236888,0.0037355248412401943,0.47366560622127957,0.0035736290819470117,0.004293381037567084,0.05073709347386406
57 St & 37 Ave,6426.05,40.75048,-73.90513,83,9.864347590361445,64,19,35,48,19,9,19,0.2289156626506024,0.42168674698795183,0.007441943871604052,0.007097497198356369,0.44456085210406837,0.005914972273567467,0.006797853309481216,0.05066347498339419
Willow Ave & E 133 St,7626.02,40.800933,-73.913863,188,16.73783430851064,161,27,43,145,36,21,72,0.19148936170212766,0.22872340425531915,0.016856451179054963,0.013447889428464699,0.3718778908418131,0.017868145409735057,0.00966010733452594,0.0506483029943073
57 St & Grand Ave,5440.05,40.71921,-73.9124,107,12.173854361370717,73,34,16,91,23,21,31,0.21495327102803738,0.14953271028037382,0.00959383125616426,0.008591707134852447,0.41744548286604355,0.011213801601971657,0.012164579606440072,0.05060932187888212
Church Ave & E 45 St,3341.06,40.65159,-73.93535,74,13.390120045045045,55,19,16,58,17,21,15,0.22972972972972974,0.21621621621621623,0.006634986102393975,0.00635039223010833,0.4461417939678809,0.0071472581638940234,0.006797853309481216,0.05060480016665143
E 204 St & Webster Ave,8714.06,40.87095,-73.87679,139,12.997416426858512,113,26,48,91,29,23,25,0.20863309352517986,0.34532374100719426,0.012463014435577872,0.010833022039596563,0.4051715149619435,0.011213801601971657,0.009302325581395349,0.05059745569748149
Clay Ave & Claremont Pkwy,8225.05,40.83999,-73.90549,188,13.204950177304964,156,32,54,134,36,22,52,0.19148936170212766,0.2872340425531915,0.016856451179054963,0.013447889428464699,0.3718778908418131,0.016512630930375846,0.01144901610017889,0.05055609097500076
Louis Nine Blvd & Intervale Ave,8114.02,40.831998,-73.892686,215,12.041177906976746,177,38,52,163,39,45,47,0.1813953488372093,0.24186046511627907,0.019277324486685198,0.014568546880836758,0.35227502527805865,0.02008626001232286,0.013595706618962432,0.05052264772213085
46 Ave & Junction Blvd,6231.01,40.74399,-73.86781,112,10.885997470238095,76,36,33,79,24,15,41,0.21428571428571427,0.29464285714285715,0.010042141127947638,0.008965259618976467,0.4161490683229813,0.009735058533579791,0.012880143112701253,0.05049830899891289
10 Ave & W 202 St,8543.01,40.861281970750994,-73.921417593956,55,20.298618484848483,38,17,13,42,13,4,21,0.23636363636363636,0.23636363636363636,0.004931408589617143,0.004856182293612252,0.4590250329380764,0.005175600739371534,0.006082289803220036,0.05047836837217253
37 St & 13 Ave,3056.07,40.64166,-73.98505,112,16.49611755952381,78,34,31,81,24,7,49,0.21428571428571427,0.2767857142857143,0.010042141127947638,0.008965259618976467,0.4161490683229813,0.009981515711645102,0.012164579606440072,0.050476044083899836
Brook Ave & E 148 St,7816.14,40.814383,-73.915368,270,11.504774320987654,213,57,71,199,44,51,81,0.16296296296296298,0.26296296296296295,0.02420873307630234,0.016436309301456856,0.3164787976382179,0.024522489217498458,0.02039355992844365,0.05039662512475133
Pier 40 X2,SYS033,40.728486861173785,-74.01169271324761,64,8.858487760416667,64,0,4,60,15,4,24,0.234375,0.0625,0.005738366358827221,0.0056032872618602915,0.4551630434782608,0.0073937153419593345,0.0,0.05039078954757586
Metropolitan Ave & Stewart Ave,5273.01,40.71401,-73.92793,318,12.763875471698114,262,56,88,230,48,27,139,0.1509433962264151,0.27672955974842767,0.028512507845422756,0.017930519237952934,0.2931364506426032,0.028342575477510783,0.02003577817531306,0.050389546671932996
Broadway & W 234 St,8849.03,40.88185,-73.90291,117,13.348104273504273,85,32,43,74,25,7,48,0.21367521367521367,0.36752136752136755,0.010490450999731013,0.009338812103100485,0.4149634584417193,0.009118915588416513,0.01144901610017889,0.05035622755789104
104 St & 32 Ave,6692.03,40.75951,-73.86491,140,8.473962738095238,115,25,47,93,29,32,14,0.20714285714285716,0.3357142857142857,0.012552676409934547,0.010833022039596563,0.40227743271221533,0.011460258780036968,0.008944543828264758,0.05034397622639784
81 St & 24 Ave,6855.02,40.76466,-73.88803,180,12.513143611111111,158,22,52,128,35,45,55,0.19444444444444445,0.28888888888888886,0.01613915538420156,0.01307433694434068,0.37761674718196453,0.015773259396179913,0.007871198568872988,0.050314253230889366
53 St & 2 Ave,3211.06,40.64744,-74.018846,171,12.996549707602338,131,40,39,132,33,25,60,0.19298245614035087,0.22807017543859648,0.015332197614991482,0.012327231976092642,0.3747775235189422,0.016266173752310535,0.014311270125223614,0.05030969471025899
E 182 St & Belmont Ave,8410.10,40.85089,-73.88793,225,10.360729333333333,155,70,64,161,39,49,47,0.17333333333333334,0.28444444444444444,0.02017394423025195,0.014568546880836758,0.3366183574879227,0.01983980283425755,0.025044722719141325,0.050276746053413764
Grand Concourse & E 203 St,8734.04,40.87382,-73.88661,117,10.295035042735043,88,29,44,73,25,18,36,0.21367521367521367,0.37606837606837606,0.010490450999731013,0.009338812103100485,0.4149634584417193,0.008995686999383858,0.01037567084078712,0.05022424731414534
25 Ave & 96 St,6877.06,40.76447,-73.87369,69,12.395496859903382,56,13,25,44,16,8,17,0.2318840579710145,0.36231884057971014,0.006186676230610598,0.005976839745984311,0.45032556185675277,0.005422057917436845,0.004651162790697674,0.05022064701697958
Crotona Park East & E 173 St,8182.02,40.837037,-73.890413,163,11.741676789366053,129,34,41,122,32,28,44,0.19631901840490798,0.25153374233128833,0.01461490182013808,0.011953679491968622,0.38125722414866187,0.01503388786198398,0.012164579606440072,0.05018647122513053
Aqueduct Ave & North St,8535.09,40.8604787,-73.9057169936,60,16.472548055555556,45,15,16,44,14,9,13,0.23333333333333334,0.26666666666666666,0.00537971846140052,0.005229734777736272,0.45314009661835747,0.005422057917436845,0.005366726296958855,0.05011043066257683
W 170 St & University Ave,8254.01,40.84207,-73.926075,304,11.500912390350877,267,37,69,235,47,97,81,0.15460526315789475,0.22697368421052633,0.027257240204429302,0.017556966753828913,0.3002479023646072,0.02895871842267406,0.013237924865831842,0.050099574822526166
E 179 St & Daly Ave,8268.08,40.84335,-73.88247,107,10.195641121495328,82,25,27,80,23,25,19,0.21495327102803738,0.2523364485981308,0.00959383125616426,0.008591707134852447,0.41744548286604355,0.009858287122612447,0.008944543828264758,0.05001621540519274
Maurice Ave & 53 Dr,5731.03,40.73028,-73.90421,16,17.734035416666668,9,7,4,12,4,3,7,0.25,0.25,0.0014345915897068053,0.0014942099364960778,0.48550724637681153,0.0014787430683918669,0.0025044722719141325,0.049978541853751265
Garrison Ave & Manida St,7905.05,40.818743,-73.890247,96,19.49437517361111,73,23,25,71,21,14,28,0.21875,0.2604166666666667,0.008607549538240833,0.007844602166604408,0.4248188405797101,0.008749229821318545,0.008228980322003579,0.04995212619730683
Sherman Ave & E 166 St,8072.06,40.83130549267296,-73.91744792461395,334,11.19434760479042,298,36,80,254,49,64,90,0.1467065868263473,0.23952095808383234,0.029947099435129562,0.018304071722076952,0.284908443981602,0.031300061614294515,0.012880143112701253,0.04993207099379855
Bainbridge Ave & E 193 St,8582.10,40.86415477605928,-73.892452880543,156,11.140967735042736,128,28,49,107,31,40,44,0.1987179487179487,0.3141025641025641,0.013987267999641352,0.011580127007844603,0.3859160163507989,0.013185459026494147,0.01001788908765653,0.049780343801800325
Davidson Ave & W Burnside Ave,8441.05,40.853646,-73.908731,313,11.318690042598508,250,63,72,241,46,44,94,0.14696485623003194,0.23003194888178913,0.02806419797363938,0.017183414269704895,0.28541001064962723,0.029698089956869993,0.02254025044722719,0.049764888588866005
23 Ave & 83 St,6921.04,40.76646,-73.88674,161,14.030470807453415,139,22,59,102,32,16,43,0.19875776397515527,0.36645962732919257,0.014435577871424729,0.011953679491968622,0.3859933387343595,0.012569316081330868,0.007871198568872988,0.04969299923663462
Ditmars Blvd & 31 Dr,6793.01,40.76138,-73.86035,42,16.432469444444443,28,14,16,26,10,4,21,0.23809523809523808,0.38095238095238093,0.003765802922980364,0.0037355248412401943,0.4623878536922015,0.003203943314849045,0.005008944543828265,0.049629352911751946
Bergen St & Mother Gaston Blvd,4055.04,40.67374,-73.90852,126,14.859220370370371,102,24,26,100,26,25,31,0.20634920634920634,0.20634920634920634,0.011297408768941091,0.009712364587224505,0.4007361398665746,0.012322858903265557,0.008586762075134168,0.04962054177258784
E 141 St & St Ann's Ave,7722.06,40.808633,-73.916124,239,12.17610230125523,199,40,71,168,41,40,78,0.17154811715481172,0.29707112970711297,0.021429211871245406,0.015315651849084797,0.33315141592383724,0.020702402957486137,0.014311270125223614,0.04960453031139435
Union Ave & E 169 St,8064.03,40.82995,-73.898802,158,9.946551898734178,138,20,30,128,31,43,25,0.1962025316455696,0.189873417721519,0.014166591948354703,0.011580127007844603,0.38103100348559893,0.015773259396179913,0.007155635062611807,0.04956800817389135
89 St & 3 Ave,2345.05,40.62137,-74.03209,47,13.118979787234043,26,21,12,35,11,9,14,0.23404255319148937,0.2553191489361702,0.004214112794763741,0.004109077325364214,0.4545174221399938,0.004313000616142945,0.0075134168157423974,0.04955738928137062
Pacific St & Sackman St,4014.01,40.67522,-73.9061,71,22.62842417840376,54,17,11,60,16,12,17,0.22535211267605634,0.15492957746478872,0.006366000179323949,0.005976839745984311,0.4376403347621963,0.0073937153419593345,0.006082289803220036,0.049534399480859005
E 138 St & Grand Concourse,7803.08,40.813224,-73.930605,174,9.47799846743295,144,30,36,138,33,28,49,0.1896551724137931,0.20689655172413793,0.015601183538061508,0.012327231976092642,0.36831584207896045,0.017005545286506468,0.01073345259391771,0.04952086560073691
W 159 St & Edgecombe Ave,8119.05,40.833303,-73.939326,145,12.658110459770116,113,32,48,97,29,26,40,0.2,0.3310344827586207,0.013000986281717924,0.010833022039596563,0.3884057971014493,0.01195317313616759,0.01144901610017889,0.04941792023168461
111 St & 53 Ave,6171.02,40.74336,-73.85129,121,10.978409779614326,83,38,42,79,25,31,25,0.2066115702479339,0.34710743801652894,0.010849098897157716,0.009338812103100485,0.4012456581626542,0.009735058533579791,0.013595706618962432,0.049412007145252214
60 Pl & 67 Ave,4985.09,40.70497,-73.89965,133,13.577872180451127,103,30,37,96,27,26,43,0.20300751879699247,0.2781954887218045,0.01192504258943782,0.010085917071348524,0.3942464857796665,0.011829944547134935,0.01073345259391771,0.049375314369116845
St Nicholas Ave & W 157 St,8085.09,40.832314,-73.94102,196,11.897033843537415,169,27,49,147,36,49,52,0.1836734693877551,0.25,0.017573746973908365,0.013447889428464699,0.3566992014196983,0.01811460258780037,0.00966010733452594,0.049359049436422234
111 St & 37 Ave,6567.03,40.75397,-73.85748,38,13.316380701754387,22,16,11,27,9,3,15,0.23684210526315788,0.2894736842105263,0.0034071550255536627,0.0033619723571161747,0.45995423340961095,0.0033271719038817007,0.005724508050089445,0.04926178760812546
46 St & 6 Ave,3161.02,40.645921,-74.005708,236,13.455965466101695,190,46,68,168,40,92,60,0.1694915254237288,0.288135593220339,0.02116022594817538,0.014942099364960777,0.3291574551707197,0.020702402957486137,0.016457960644007157,0.049221813437750034
31 Ave & 57 St,6621.06,40.757357,-73.904726,227,9.783035389133628,185,42,60,167,39,53,57,0.17180616740088106,0.2643171806167401,0.0203532681789653,0.014568546880836758,0.33365255698142116,0.02057917436845348,0.015026833631484795,0.049171082388015486
Riverside Dr & W 148 St,8054.04,40.829114,-73.950426,255,18.022840326797386,208,47,82,173,42,62,69,0.16470588235294117,0.3215686274509804,0.02286380346095221,0.015689204333208816,0.3198635976129582,0.021318545902649415,0.016815742397137744,0.04913881556340061
E 191 St & Bathgate Ave,8541.04,40.8601,-73.8866,179,12.151619459962756,139,40,34,145,33,9,48,0.18435754189944134,0.18994413407821228,0.016049493409844885,0.012327231976092642,0.3580276900655817,0.017868145409735057,0.014311270125223614,0.04913442964512119
Shore Rd & 97 St,2127.03,40.61529,-74.03779,57,16.936476315789474,32,25,20,37,13,9,18,0.22807017543859648,0.3508771929824561,0.005110732538330494,0.004856182293612252,0.44291889143147717,0.004559457794208257,0.008944543828264758,0.04907558202216276
Grand Concourse & E 176 St,8340.01,40.84761,-73.90745,282,9.810827955082743,236,46,77,205,44,34,92,0.15602836879432624,0.2730496453900709,0.025284676768582443,0.016436309301456856,0.3030116147599959,0.025261860751694395,0.016457960644007157,0.0490732071383947
Wakeman Pl & Ridge Blvd,2932.03,40.639421,-74.026823,103,10.119083333333334,91,12,23,80,22,23,28,0.21359223300970873,0.22330097087378642,0.00923518335873756,0.008218154650728428,0.414802307584072,0.009858287122612447,0.004293381037567084,0.049066376254125736
63 St & 5 Ave,2872.02,40.63766,-74.01782,92,11.507707608695652,81,11,21,71,20,30,26,0.21739130434782608,0.22826086956521738,0.00824890164081413,0.007471049682480389,0.4221802142407057,0.008749229821318545,0.003935599284436494,0.0490385201158496
47 St & 3 Ave,3243.02,40.649143,-74.012384,103,10.662311326860841,85,18,34,69,22,25,33,0.21359223300970873,0.3300970873786408,0.00923518335873756,0.008218154650728428,0.414802307584072,0.008502772643253234,0.0064400715563506265,0.049009942410132255
Academy St & Nagle Ave,8579.05,40.862562,-73.922661,87,11.153189272030652,69,18,29,58,19,18,19,0.21839080459770116,0.3333333333333333,0.007800591769030754,0.007097497198356369,0.42412127269698485,0.0071472581638940234,0.0064400715563506265,0.048919858019794774
Tibbett Ave & W 234 St,8866.01,40.88324,-73.90587,48,14.040628819444445,26,22,6,42,11,14,12,0.22916666666666666,0.125,0.0043037747691204165,0.004109077325364214,0.4450483091787439,0.005175600739371534,0.007871198568872988,0.048841191678793576
10 Ave & W 204 St,8579.09,40.862638,-73.92006,52,13.558867628205128,41,11,17,35,12,7,15,0.23076923076923078,0.3269230769230769,0.004662422666547117,0.0044826298094882335,0.44816053511705684,0.004313000616142945,0.003935599284436494,0.04880673966333559
St Ann's Ave & Bruckner Blvd,7657.03,40.803399,-73.919763,332,13.403863955823292,291,41,79,253,47,61,92,0.14156626506024098,0.23795180722891565,0.02976777548641621,0.017556966753828913,0.2749257901169897,0.03117683302526186,0.014669051878354204,0.04878173304003093
Grand Ave & W Fordham Rd,8571.02,40.86288,-73.90316,142,10.21047265258216,114,28,35,107,28,13,44,0.19718309859154928,0.24647887323943662,0.012732000358647898,0.010459469555472544,0.38293529291692174,0.013185459026494147,0.01001788908765653,0.04877622443983402
62 St & Northern Blvd,6536.02,40.754176,-73.900318,155,10.48525064516129,125,30,45,110,30,33,34,0.1935483870967742,0.2903225806451613,0.013897606025284677,0.011206574523720583,0.37587657784011214,0.013555144793592114,0.01073345259391771,0.04876873459174478
69 St & 38 Ave,6298.04,40.74694504524519,-73.89650255441666,149,9.72674418344519,116,33,42,107,29,8,49,0.19463087248322147,0.28187919463087246,0.013359634179144625,0.010833022039596563,0.3779787958369808,0.013185459026494147,0.011806797853309481,0.04874711743297282
E 153 St & E 157 St,8025.01,40.826677,-73.929327,342,12.619024171539962,263,79,97,245,46,61,140,0.13450292397660818,0.28362573099415206,0.030664395229982964,0.017183414269704895,0.26120857699805067,0.030191004313000615,0.028264758497316637,0.04866582821402931
Bainbridge Ave & E 196 St,8615.01,40.86648,-73.89042,110,11.278041666666667,95,15,29,81,23,19,32,0.20909090909090908,0.2636363636363636,0.009862817179234287,0.008591707134852447,0.406060606060606,0.009981515711645102,0.005366726296958855,0.04861183817009244
Sedgwick Ave & Giles Pl,8815.01,40.88111,-73.8965,142,9.797872652582159,115,27,41,101,28,48,34,0.19718309859154928,0.2887323943661972,0.012732000358647898,0.010459469555472544,0.38293529291692174,0.012446087492298212,0.00966010733452594,0.04859257195768178
E 135 St & St Ann's Ave,7687.05,40.805089,-73.918889,175,13.211420095238095,155,20,55,120,33,39,47,0.18857142857142858,0.3142857142857143,0.015690845512418183,0.012327231976092642,0.3662111801242236,0.014787430683918669,0.007155635062611807,0.04853141022520425
88 St & Astoria Blvd,6848.04,40.76424,-73.8812,94,13.003495567375888,70,24,28,66,20,21,23,0.2127659574468085,0.2978723404255319,0.008428225589527482,0.007471049682480389,0.41319765649090345,0.008133086876155268,0.008586762075134168,0.04852698301808483
Ditmars Blvd & 76 St,6927.03,40.768442,-73.893531,193,10.055798445595855,173,20,47,146,35,45,68,0.18134715025906736,0.24352331606217617,0.01730476105083834,0.01307433694434068,0.35218142224224674,0.017991373998767716,0.007155635062611807,0.04843418872346822
100 St & Humphreys St,6905.02,40.76574,-73.87012,63,11.19000925925926,36,27,20,43,14,10,17,0.2222222222222222,0.31746031746031744,0.005648704384470546,0.005229734777736272,0.431561996779388,0.00529882932840419,0.00966010733452594,0.048424559545397566
Metropolitan Ave & 65 Ln,5160.01,40.71225,-73.89111,137,16.48356885644769,109,28,35,102,27,11,45,0.19708029197080293,0.25547445255474455,0.01228369048686452,0.010085917071348524,0.3827356394795303,0.012569316081330868,0.01001788908765653,0.04839020966967297
E 167 St & Bryant Ave,8040.03,40.82675430693443,-73.88871818097057,113,15.207446312684366,74,39,35,78,23,17,29,0.20353982300884957,0.30973451327433627,0.010131803102304313,0.008591707134852447,0.39528023598820056,0.009611829944547136,0.013953488372093023,0.04838578669771322
E 201 St & Briggs Ave,8717.07,40.87207,-73.88459,111,8.889057657657657,94,17,31,80,23,20,28,0.2072072072072072,0.27927927927927926,0.009952479153590961,0.008591707134852447,0.4024024024024024,0.009858287122612447,0.006082289803220036,0.048315343930680835
86 St & 35 Ave,6475.07,40.7523,-73.88093,333,12.297080780780782,301,32,84,249,47,102,71,0.14114114114114115,0.25225225225225223,0.029857437460772886,0.017556966753828913,0.2741001871436654,0.030683918669131238,0.01144901610017889,0.048301001787244016
Jerome Ave & E Gun Hill Rd,8855.07,40.88239,-73.88146,150,11.637308666666666,130,20,37,113,29,19,45,0.19333333333333333,0.24666666666666667,0.0134492961535013,0.010833022039596563,0.3754589371980676,0.01392483056069008,0.007155635062611807,0.048200305090440085
New York Ave & Montgomery St,3728.05,40.66509,-73.94824,326,10.856927658486708,277,49,70,256,45,84,97,0.13803680981595093,0.2147239263803681,0.02922980364027616,0.016809861785580874,0.2680714857295279,0.031546518792359826,0.017531305903398926,0.048060485456787
71 St & 37 Ave,6374.05,40.7488,-73.89451,210,11.673366031746031,188,22,68,142,37,25,52,0.1761904761904762,0.3238095238095238,0.01882901461490182,0.013821441912588718,0.34216701173222913,0.01749845964263709,0.007871198568872988,0.04804827128176914
Bainbridge Ave & E 211 St,8837.06,40.88206,-73.87808,58,16.707680747126435,46,12,14,44,13,9,12,0.22413793103448276,0.2413793103448276,0.005200394512687169,0.004856182293612252,0.4352823588205897,0.005422057917436845,0.004293381037567084,0.04804174800023913
39 Ave & 56 St,6349.03,40.74838,-73.90699,206,8.760325404530745,173,33,63,143,36,57,45,0.17475728155339806,0.3058252427184466,0.01847036671747512,0.013447889428464699,0.33938370620514985,0.017621688231669746,0.011806797853309481,0.04796774103151131
51 Ave & Van Loon St,6047.03,40.73832,-73.87913,105,13.348558253968253,94,11,39,66,22,10,31,0.20952380952380953,0.37142857142857144,0.00941450730745091,0.008218154650728428,0.4069013112491373,0.008133086876155268,0.003935599284436494,0.04794028938320612
Strong St & University Ave,8707.04,40.87119,-73.89918,126,9.414099867724868,105,21,23,103,25,25,36,0.1984126984126984,0.18253968253968253,0.011297408768941091,0.009338812103100485,0.3853232114101679,0.012692544670363525,0.0075134168157423974,0.04791510818498417
75 St & Northern Blvd,6527.07,40.75473,-73.8918,125,9.865121866666666,109,16,29,96,25,34,40,0.2,0.232,0.011207746794584417,0.009338812103100485,0.3884057971014493,0.011829944547134935,0.005724508050089445,0.04784954035931213
W Tremont Ave & Grand Ave,8384.03,40.850036,-73.912785,229,11.487955749636098,180,49,78,151,38,34,63,0.16593886462882096,0.3406113537117904,0.02053259212767865,0.014194994396712738,0.32225808493133346,0.018607516943930993,0.017531305903398926,0.047801838543028566
3 Ave & Franklin Ave,8012.04,40.82696,-73.907451,412,10.8092463592233,334,78,112,300,47,88,90,0.11407766990291263,0.27184466019417475,0.03694073343495024,0.017556966753828913,0.2215421415505839,0.036968576709796676,0.027906976744186046,0.047718748894014014
Southern Blvd & Ave St John,7767.06,40.812769,-73.901583,212,13.056109355345914,170,42,59,153,36,50,46,0.16981132075471697,0.2783018867924528,0.01900833856361517,0.013447889428464699,0.3297785069729286,0.018853974121996304,0.015026833631484795,0.04771017482570704
W 218 St & Indian Rd,8732.04,40.873054589370895,-73.91837194561958,155,12.228922258064516,123,32,38,117,29,40,46,0.1870967741935484,0.24516129032258063,0.013897606025284677,0.010833022039596563,0.3633473585787751,0.014417744916820702,0.01144901610017889,0.047629145671439506
E 158 St & Melrose Ave,7957.11,40.822215,-73.914688,261,9.53669067688378,228,33,71,190,41,38,86,0.15708812260536398,0.2720306513409962,0.02340177530709226,0.015315651849084797,0.3050696873785329,0.02341343191620456,0.011806797853309481,0.0475812568803779
21 St & 20 Ave,7363.03,40.78393602019729,-73.91273114065842,145,9.559580689655172,137,8,33,112,28,61,32,0.19310344827586207,0.22758620689655173,0.013000986281717924,0.010459469555472544,0.3750124937531234,0.013801601971657425,0.0028622540250447226,0.04745885608699318
Walton Ave & E 176 St,8362.02,40.84833,-73.90971,286,12.428005652680653,241,45,73,213,42,52,101,0.14685314685314685,0.25524475524475526,0.025643324666009146,0.015689204333208816,0.2851930678017634,0.02624768946395564,0.016100178890876567,0.047280915245180494
Sterling Pl & Ralph Ave,3958.02,40.67095,-73.92222,80,14.999171458333333,67,13,18,62,17,12,22,0.2125,0.225,0.007172957948534027,0.00635039223010833,0.4126811594202898,0.0076401725200246455,0.004651162790697674,0.047277143492775106
E 174 St & Longfellow Ave,8144.09,40.836274,-73.884308,291,14.044718213058418,217,74,73,218,41,39,68,0.140893470790378,0.2508591065292096,0.02609163453779252,0.015315651849084797,0.2736192041436326,0.026863832409118917,0.026475849731663684,0.04726565865098122
72 St & 41 Ave,6258.03,40.7448,-73.89377,178,9.6989,148,30,52,126,32,23,57,0.1797752808988764,0.29213483146067415,0.01595983143548821,0.011953679491968622,0.34912880638332516,0.015526802218114602,0.01073345259391771,0.04726533202240828
W 218 St & Broadway,8715.06,40.87139,-73.914318,238,15.564820238095237,194,44,61,177,38,45,62,0.15966386554621848,0.25630252100840334,0.02133954989688873,0.014194994396712738,0.31007185482888805,0.021811460258780037,0.015742397137745976,0.04724685276149106
Grand Ave & 55 St,5369.01,40.71888,-73.91427,158,15.090368354430382,109,49,56,102,29,12,50,0.18354430379746836,0.35443037974683544,0.014166591948354703,0.010833022039596563,0.35644835809943126,0.012569316081330868,0.017531305903398926,0.047245035317496666
Decatur Ave & E 197 St,8597.01,40.86557,-73.88807,59,11.268973446327683,49,10,16,43,13,16,13,0.22033898305084745,0.2711864406779661,0.005290056487043845,0.004856182293612252,0.42790469172193557,0.00529882932840419,0.0035778175313059034,0.047230194715530235
E Mosholu Pkwy & Van Cortlandt Ave E,8778.01,40.87656,-73.88366,96,12.004923437499999,85,11,31,65,20,24,28,0.20833333333333334,0.3229166666666667,0.008607549538240833,0.007471049682480389,0.4045893719806763,0.008009858287122612,0.003935599284436494,0.04722122355736415
E 170 St & Clay Ave,8156.01,40.837213,-73.908345,245,12.415232244897958,199,46,83,162,39,31,80,0.15918367346938775,0.33877551020408164,0.021967183717385458,0.014568546880836758,0.30913930789707184,0.019963031423290204,0.016457960644007157,0.047143120476405176
30 Ave & 96 St,6772.11,40.76086,-73.87308,188,10.471580673758865,162,26,43,145,33,57,34,0.17553191489361702,0.22872340425531915,0.016856451179054963,0.012327231976092642,0.3408880666049954,0.017868145409735057,0.009302325581395349,0.04712131228698225
64 St & 53 Dr,5688.02,40.72897,-73.90115,97,14.777175601374571,82,15,29,68,20,22,19,0.20618556701030927,0.29896907216494845,0.008697211512597508,0.007471049682480389,0.40041834752726724,0.008379544054220579,0.005366726296958855,0.04704358646028425
57 St & 4 Ave,3093.07,40.642622,-74.016866,182,13.641473901098902,145,37,51,131,32,44,54,0.17582417582417584,0.2802197802197802,0.01631847933291491,0.011953679491968622,0.3414556458034719,0.01614294516327788,0.013237924865831842,0.046961353755003696
